date,Lower BBBAND,Middle BBAND,Upper BBAND,EMA,RSI,SMA,MACD,MACD_Signal,Closing Price
2021-01-05 09:00:00,69.4711,72.7662,76.0612,72.3594,44.3663,72.7662,-0.8837,-0.7871,70.1
2021-01-05 08:00:00,69.5939,72.8343,76.0747,72.436,44.3835,72.8343,-0.869,-0.7629,70.11
2021-01-05 07:00:00,69.7218,72.9038,76.0859,72.5148,45.9129,72.9038,-0.8385,-0.7364,70.98
2021-01-05 06:00:00,69.797,72.9398,76.0826,72.5669,45.4026,72.9398,-0.8761,-0.7108,70.74
2021-01-05 05:00:00,69.8927,72.9857,76.0786,72.6288,45.3603,72.9857,-0.8868,-0.6695,70.72
2021-01-04 20:00:00,69.9889,73.0252,76.0614,72.6935,45.4122,73.0252,-0.8855,-0.6152,70.75
2021-01-04 19:00:00,70.076,73.0562,76.0363,72.7594,45.3098,73.0562,-0.874,-0.5476,70.7
2021-01-04 18:00:00,70.1722,73.09,76.0078,72.8292,45.3098,73.09,-0.8416,-0.4661,70.7
2021-01-04 17:00:00,70.2752,73.1265,75.9778,72.9014,45.8084,73.1265,-0.788,-0.3722,71.0
2021-01-04 16:00:00,70.3656,73.1627,75.9597,72.9658,45.2555,73.1627,-0.7386,-0.2682,70.72
2021-01-04 15:00:00,70.484,73.2087,75.9334,73.0419,46.5052,73.2087,-0.6364,-0.1506,71.47
2021-01-04 14:00:00,70.5514,73.2382,75.9251,73.0952,46.4082,73.2382,-0.573,-0.0292,71.42
2021-01-04 13:00:00,70.6151,73.2621,75.909,73.152,45.1362,73.2621,-0.4786,0.1068,70.77
2021-01-04 12:00:00,70.7243,73.2947,75.8652,73.2328,44.3238,73.2947,-0.285,0.2531,70.3636
2021-01-04 11:00:00,70.8702,73.3321,75.7939,73.33,44.9869,73.3321,0.0075,0.3877,70.775
2021-01-04 10:00:00,70.9728,73.358,75.7431,73.4166,48.5364,73.358,0.339,0.4827,72.82
2021-01-04 09:00:00,70.9264,73.341,75.7556,73.4369,53.939,73.341,0.5489,0.5186,75.46
2021-01-04 08:00:00,70.9541,73.3048,75.6555,73.3683,53.8241,73.3048,0.54,0.5111,75.4
2021-01-04 07:00:00,70.9744,73.263,75.5516,73.2994,53.4819,73.263,0.527,0.5038,75.22
